"trading_symbol","record_time","open","high","low","close","d_vwap","volume"
SBIN,2016-02-08 00:00:00.000,169.45,176.9,168.55,172.15,173.81,22289005
SBIN,2016-02-09 00:00:00.000,168.0,172.4,166.1,167.05,168.9,19008384
SBIN,2016-02-10 00:00:00.000,165.0,166.2,158.0,159.0,161.79,32294785
SBIN,2016-02-11 00:00:00.000,159.5,167.5,152.2,154.25,159.23,72749830
SBIN,2016-02-12 00:00:00.000,156.15,157.65,148.25,154.8,152.21,41187889
SBIN,2016-02-15 00:00:00.000,159.0,170.0,158.0,167.85,165.37,35956266
SBIN,2016-02-16 00:00:00.000,170.75,170.75,155.65,156.4,161.86,33816243
SBIN,2016-02-17 00:00:00.000,155.0,159.85,151.25,158.95,155.99,32447698
SBIN,2016-02-18 00:00:00.000,161.95,163.7,156.4,159.8,160.01,21024178
SBIN,2016-02-19 00:00:00.000,157.9,165.3,157.1,164.7,162.94,24592575
SBIN,2016-02-22 00:00:00.000,165.95,166.8,163.7,164.95,165.08,15815058
SBIN,2016-02-23 00:00:00.000,165.0,165.0,158.0,158.5,160.42,20200068
SBIN,2016-02-24 00:00:00.000,156.0,160.7,155.3,156.3,158.08,19440950
SBIN,2016-02-25 00:00:00.000,157.6,158.1,151.0,151.8,153.89,22713124
SBIN,2016-02-26 00:00:00.000,155.5,158.7,152.55,155.9,155.78,30051402
SBIN,2016-02-29 00:00:00.000,158.2,163.9,153.0,158.75,159.44,66981910
SBIN,2016-03-01 00:00:00.000,160.5,162.9,158.55,162.05,161.19,23588231
SBIN,2016-03-02 00:00:00.000,172.5,183.2,172.5,181.15,177.82,53333757
SBIN,2016-03-03 00:00:00.000,184.0,184.6,178.5,182.75,181.28,33507048
SBIN,2016-03-04 00:00:00.000,183.4,189.85,178.5,188.4,185.0,38860711
SBIN,2016-03-08 00:00:00.000,186.95,186.95,181.4,183.35,184.19,27928279
SBIN,2016-03-09 00:00:00.000,180.0,184.0,178.7,183.4,181.72,29453018
SBIN,2016-03-10 00:00:00.000,184.75,184.75,179.4,180.5,181.51,20472928
SBIN,2016-03-11 00:00:00.000,180.0,182.65,177.55,180.1,180.26,21869157
SBIN,2016-03-14 00:00:00.000,182.45,183.4,180.7,181.75,181.8,14369755
SBIN,2016-03-15 00:00:00.000,181.65,186.2,181.65,185.3,184.71,22369600
SBIN,2016-03-16 00:00:00.000,185.0,185.9,181.6,185.2,184.15,19237834
SBIN,2016-03-17 00:00:00.000,188.0,189.3,185.0,186.35,187.64,21560986
SBIN,2016-03-18 00:00:00.000,186.85,192.0,186.0,191.25,189.06,21144216
SBIN,2016-03-21 00:00:00.000,193.0,197.3,193.0,196.8,195.3,20678069
SBIN,2016-03-22 00:00:00.000,196.8,198.25,194.5,197.5,196.38,16728809
SBIN,2016-03-23 00:00:00.000,196.9,197.6,195.3,196.6,196.39,13362780
SBIN,2016-03-28 00:00:00.000,195.8,198.25,187.65,188.3,192.01,19760603
SBIN,2016-03-29 00:00:00.000,188.5,191.25,186.65,189.5,189.51,16804848
SBIN,2016-03-30 00:00:00.000,192.25,198.3,190.5,197.55,194.81,20709407
SBIN,2016-03-31 00:00:00.000,197.85,198.75,192.35,194.25,195.64,30132473
SBIN,2016-04-01 00:00:00.000,193.7,197.25,192.0,195.65,195.16,21752206
SBIN,2016-04-04 00:00:00.000,197.3,197.45,192.55,194.7,194.94,15732565
SBIN,2016-04-05 00:00:00.000,193.9,194.55,183.3,184.35,189.13,36635637
SBIN,2016-04-06 00:00:00.000,185.0,185.5,182.2,183.85,184.04,16350631
SBIN,2016-04-07 00:00:00.000,183.8,185.65,181.0,181.95,183.24,19430601
SBIN,2016-04-08 00:00:00.000,181.65,183.95,180.2,183.1,182.68,15805231
SBIN,2016-04-11 00:00:00.000,183.85,188.9,182.0,188.25,185.17,18990364
SBIN,2016-04-12 00:00:00.000,188.5,190.25,186.3,187.8,188.33,14563344
SBIN,2016-04-13 00:00:00.000,191.55,193.8,190.8,191.9,192.18,17573045
SBIN,2016-04-18 00:00:00.000,191.45,191.5,185.6,186.75,187.49,13985439
SBIN,2016-04-20 00:00:00.000,188.35,188.65,184.1,187.3,186.58,20163005
SBIN,2016-04-21 00:00:00.000,190.5,197.4,190.0,194.35,194.77,31008152
SBIN,2016-04-22 00:00:00.000,193.6,201.5,191.55,200.15,198.29,34049763
SBIN,2016-04-25 00:00:00.000,200.95,202.55,195.8,197.05,199.38,23835613
SBIN,2016-04-26 00:00:00.000,195.95,201.4,194.55,200.95,198.76,21809451
SBIN,2016-04-27 00:00:00.000,200.9,200.9,195.5,196.15,197.97,22801603
SBIN,2016-04-28 00:00:00.000,196.75,198.2,191.2,192.05,194.5,24555479
SBIN,2016-04-29 00:00:00.000,191.9,194.0,186.45,189.0,190.12,21021661
SBIN,2016-05-02 00:00:00.000,187.6,188.45,185.5,186.0,186.83,14469844
SBIN,2016-05-03 00:00:00.000,187.0,189.35,183.65,184.05,186.56,16247931
SBIN,2016-05-04 00:00:00.000,183.5,184.4,179.15,179.95,181.86,17826594
SBIN,2016-05-05 00:00:00.000,180.25,182.7,178.5,180.35,180.48,17742028
SBIN,2016-05-06 00:00:00.000,180.95,184.95,180.1,184.35,183.08,18336962
SBIN,2016-05-09 00:00:00.000,186.5,189.4,185.05,188.7,187.21,13863696
SBIN,2016-05-10 00:00:00.000,187.6,190.3,186.7,189.5,188.74,13845979
SBIN,2016-05-11 00:00:00.000,185.4,188.5,184.1,185.0,186.54,18128414
SBIN,2016-05-12 00:00:00.000,187.1,189.5,185.4,188.5,187.71,17398341
SBIN,2016-05-13 00:00:00.000,187.95,187.95,184.3,184.85,185.29,15546644
SBIN,2016-05-16 00:00:00.000,185.0,185.0,175.15,176.8,177.52,30937008
SBIN,2016-05-17 00:00:00.000,178.5,178.6,175.25,176.85,176.78,22183140
SBIN,2016-05-18 00:00:00.000,176.9,180.45,173.55,179.95,178.53,25345278
SBIN,2016-05-19 00:00:00.000,181.0,181.0,171.9,172.7,175.82,25480517
SBIN,2016-05-20 00:00:00.000,173.5,174.7,170.55,171.35,172.76,16720624
SBIN,2016-05-23 00:00:00.000,172.3,172.7,168.2,168.4,169.83,16193112
SBIN,2016-05-24 00:00:00.000,168.8,170.4,166.4,169.5,168.18,14816798
SBIN,2016-05-25 00:00:00.000,171.5,175.8,171.45,175.1,173.83,18900887
SBIN,2016-05-26 00:00:00.000,175.1,185.5,173.5,184.15,180.13,30700988
SBIN,2016-05-27 00:00:00.000,184.0,202.4,181.5,195.9,189.38,85585820
SBIN,2016-05-30 00:00:00.000,200.2,203.9,194.6,198.85,198.46,46075949
SBIN,2016-05-31 00:00:00.000,198.8,205.7,196.2,204.95,201.54,39457647
SBIN,2016-06-01 00:00:00.000,205.95,208.3,196.6,198.25,202.84,41868032
SBIN,2016-06-02 00:00:00.000,197.85,202.3,195.55,200.55,199.11,23499884
SBIN,2016-06-03 00:00:00.000,201.0,202.15,195.4,196.6,198.81,24568749
SBIN,2016-06-06 00:00:00.000,197.45,202.6,197.1,198.9,199.55,23623536
SBIN,2016-06-07 00:00:00.000,200.45,211.15,200.15,210.15,205.82,66063192
SBIN,2016-06-08 00:00:00.000,210.15,211.9,207.55,210.7,210.28,35163093
SBIN,2016-06-09 00:00:00.000,210.0,212.8,208.3,209.95,210.61,27858182
SBIN,2016-06-10 00:00:00.000,209.35,211.5,205.3,205.95,208.39,25598224
SBIN,2016-06-13 00:00:00.000,201.5,202.6,200.2,201.8,201.58,21192525
SBIN,2016-06-14 00:00:00.000,204.35,208.6,203.8,207.7,205.99,23918910
SBIN,2016-06-15 00:00:00.000,209.75,217.55,208.55,216.05,213.78,48362742
SBIN,2016-06-16 00:00:00.000,216.0,218.5,213.05,216.0,215.77,48122379
SBIN,2016-06-17 00:00:00.000,216.75,217.5,211.6,213.45,214.7,26486677
SBIN,2016-06-20 00:00:00.000,208.0,216.7,207.9,215.9,213.81,32633757
SBIN,2016-06-21 00:00:00.000,215.0,217.5,213.15,214.0,215.39,18960306
SBIN,2016-06-22 00:00:00.000,214.0,215.25,211.45,212.9,213.42,16395548
SBIN,2016-06-23 00:00:00.000,213.0,218.0,212.75,217.55,215.84,20666649
SBIN,2016-06-24 00:00:00.000,205.9,212.35,202.5,211.25,207.89,47224652
SBIN,2016-06-27 00:00:00.000,210.8,218.85,210.55,217.15,216.3,29021651
SBIN,2016-06-28 00:00:00.000,216.75,218.65,215.4,215.9,216.63,21784062
SBIN,2016-06-29 00:00:00.000,217.9,218.8,216.1,217.2,217.43,18019568
SBIN,2016-06-30 00:00:00.000,220.0,221.9,217.9,218.8,219.92,30600995
SBIN,2016-07-01 00:00:00.000,220.8,221.0,218.9,219.6,219.93,15346865
SBIN,2016-07-04 00:00:00.000,222.35,224.35,222.0,223.0,223.16,16534518
SBIN,2016-07-05 00:00:00.000,223.25,225.15,221.55,223.5,223.72,15357018
SBIN,2016-07-07 00:00:00.000,223.9,224.6,219.35,220.05,222.32,12917872
SBIN,2016-07-08 00:00:00.000,220.15,220.85,216.5,218.3,218.11,16017389
SBIN,2016-07-11 00:00:00.000,223.6,225.45,222.0,224.7,223.59,15831791
SBIN,2016-07-12 00:00:00.000,225.0,227.2,224.15,226.7,226.1,19374179
SBIN,2016-07-13 00:00:00.000,227.0,228.5,223.95,227.7,226.83,18377333
SBIN,2016-07-14 00:00:00.000,227.0,232.85,226.0,232.0,230.43,21208021
SBIN,2016-07-15 00:00:00.000,232.9,234.4,230.8,231.5,232.42,15068302
SBIN,2016-07-18 00:00:00.000,232.4,233.85,228.2,228.75,231.31,11816985
SBIN,2016-07-19 00:00:00.000,230.0,232.15,227.0,229.6,229.75,19767339
SBIN,2016-07-20 00:00:00.000,230.65,232.75,229.2,231.15,231.32,18051608
SBIN,2016-07-21 00:00:00.000,231.65,232.1,224.4,225.65,228.81,13306837
SBIN,2016-07-22 00:00:00.000,225.4,225.9,222.1,223.5,223.92,12341622
SBIN,2016-07-25 00:00:00.000,223.0,231.0,222.7,229.9,228.36,18427070
SBIN,2016-07-26 00:00:00.000,230.0,232.2,225.9,226.7,229.45,14162638
SBIN,2016-07-27 00:00:00.000,227.75,231.0,226.8,229.25,228.85,17626617
SBIN,2016-07-28 00:00:00.000,230.15,235.15,229.3,231.0,232.13,26838284
SBIN,2016-07-29 00:00:00.000,230.0,232.7,228.4,229.4,230.56,15577230
SBIN,2016-08-01 00:00:00.000,230.8,232.65,225.3,227.3,228.31,16071228
SBIN,2016-08-02 00:00:00.000,229.3,230.9,227.3,228.05,228.8,16145066
SBIN,2016-08-03 00:00:00.000,228.5,230.5,225.8,226.65,228.26,14838944
SBIN,2016-08-04 00:00:00.000,228.45,228.7,223.2,225.65,225.75,17810908
SBIN,2016-08-05 00:00:00.000,227.35,233.9,226.9,232.75,232.09,21264296
SBIN,2016-08-08 00:00:00.000,233.95,235.9,231.7,233.25,233.54,16972827
SBIN,2016-08-09 00:00:00.000,234.25,238.0,232.65,235.15,234.92,19854185
SBIN,2016-08-10 00:00:00.000,236.75,236.9,231.05,231.5,232.96,16279843
SBIN,2016-08-11 00:00:00.000,231.5,231.6,226.1,227.15,227.78,16673286
SBIN,2016-08-12 00:00:00.000,227.0,247.95,224.4,243.3,240.56,86616475
SBIN,2016-08-16 00:00:00.000,245.25,247.9,242.65,246.75,245.15,27709873
SBIN,2016-08-17 00:00:00.000,246.45,249.8,244.3,246.25,246.63,18294050
SBIN,2016-08-18 00:00:00.000,246.9,250.4,246.55,248.4,248.77,14314950
SBIN,2016-08-19 00:00:00.000,255.0,260.0,253.5,258.5,256.76,39822529
SBIN,2016-08-22 00:00:00.000,259.8,260.4,254.0,254.8,256.81,19769886
SBIN,2016-08-23 00:00:00.000,254.9,255.8,251.0,254.75,253.26,17583721
SBIN,2016-08-24 00:00:00.000,254.95,256.2,253.5,254.4,254.58,11560293
SBIN,2016-08-25 00:00:00.000,254.9,255.55,248.6,250.15,251.92,21230706
SBIN,2016-08-26 00:00:00.000,250.3,250.7,245.85,246.6,247.59,16531983
SBIN,2016-08-29 00:00:00.000,245.85,249.85,244.25,249.05,246.94,11786129
SBIN,2016-08-30 00:00:00.000,250.15,252.9,249.8,252.25,251.7,15323228
SBIN,2016-08-31 00:00:00.000,253.25,255.8,251.2,252.5,253.82,15601566
SBIN,2016-09-01 00:00:00.000,251.95,254.85,251.15,252.0,253.1,12175873
SBIN,2016-09-02 00:00:00.000,252.0,255.2,251.65,254.6,253.69,11380257
SBIN,2016-09-06 00:00:00.000,257.2,261.5,256.0,260.1,258.83,16620963
SBIN,2016-09-07 00:00:00.000,262.9,270.3,260.4,266.8,266.14,30862337
SBIN,2016-09-08 00:00:00.000,268.0,271.6,266.9,268.35,269.03,14339143
SBIN,2016-09-09 00:00:00.000,268.4,268.4,263.35,264.1,265.2,11455826
SBIN,2016-09-12 00:00:00.000,257.5,258.75,251.8,252.75,254.85,18989750
SBIN,2016-09-14 00:00:00.000,255.0,258.0,253.0,257.55,256.1,12754966
SBIN,2016-09-15 00:00:00.000,258.35,258.35,254.2,256.0,255.84,7783662
SBIN,2016-09-16 00:00:00.000,257.95,262.0,253.4,254.3,257.69,18013477
SBIN,2016-09-19 00:00:00.000,256.0,258.3,255.2,255.65,256.3,11433295
SBIN,2016-09-20 00:00:00.000,256.4,256.4,253.65,254.45,254.84,9914599
SBIN,2016-09-21 00:00:00.000,254.5,256.25,250.65,251.15,253.32,12817180
SBIN,2016-09-22 00:00:00.000,257.9,258.45,255.1,257.9,256.74,20797370
SBIN,2016-09-23 00:00:00.000,258.8,258.8,253.8,254.55,256.61,12730223
SBIN,2016-09-26 00:00:00.000,253.95,254.45,250.65,251.65,252.38,8800173
SBIN,2016-09-27 00:00:00.000,253.15,253.9,248.3,249.0,250.72,11345387
SBIN,2016-09-28 00:00:00.000,250.0,255.8,248.05,253.75,253.17,17277539
SBIN,2016-09-29 00:00:00.000,255.0,256.75,243.5,247.25,249.18,27870695
SBIN,2016-09-30 00:00:00.000,246.85,252.5,245.8,251.25,249.88,14826293
SBIN,2016-10-03 00:00:00.000,253.0,256.65,252.65,255.3,255.23,9314647
SBIN,2016-10-04 00:00:00.000,255.8,262.0,253.8,259.75,257.53,21532806
SBIN,2016-10-05 00:00:00.000,262.0,264.9,259.55,260.85,262.58,20868556
SBIN,2016-10-06 00:00:00.000,261.35,262.0,255.65,256.8,259.03,11081154
SBIN,2016-10-07 00:00:00.000,257.25,259.9,255.25,258.7,257.4,11934100
SBIN,2016-10-10 00:00:00.000,259.35,260.3,256.05,256.6,257.85,9399844
SBIN,2016-10-13 00:00:00.000,254.95,255.35,245.85,249.65,250.18,18050638
SBIN,2016-10-14 00:00:00.000,251.0,253.55,249.1,252.1,251.98,12133951
SBIN,2016-10-17 00:00:00.000,253.75,256.45,252.0,253.2,254.06,16865537
SBIN,2016-10-18 00:00:00.000,254.9,257.7,253.8,256.9,255.36,20218355
SBIN,2016-10-19 00:00:00.000,258.0,258.0,254.85,255.4,255.84,9546481
SBIN,2016-10-20 00:00:00.000,255.7,260.9,255.3,260.2,259.24,14179531
SBIN,2016-10-21 00:00:00.000,259.75,259.75,256.1,258.5,257.63,8833390
SBIN,2016-10-24 00:00:00.000,259.3,264.9,259.3,262.95,263.27,14483254
SBIN,2016-10-25 00:00:00.000,264.0,264.55,260.75,261.45,262.07,9079178
SBIN,2016-10-26 00:00:00.000,260.4,264.85,256.8,258.75,260.6,15020687
SBIN,2016-10-27 00:00:00.000,258.0,258.1,254.3,255.4,255.63,10938008
SBIN,2016-10-28 00:00:00.000,255.9,258.8,254.0,258.0,257.09,11430184
SBIN,2016-10-30 00:00:00.000,258.9,260.0,256.6,257.6,258.16,2107882
SBIN,2016-11-01 00:00:00.000,257.0,260.9,256.5,258.95,259.08,10000632
SBIN,2016-11-02 00:00:00.000,254.1,256.0,250.55,251.05,252.01,13716294
SBIN,2016-11-03 00:00:00.000,251.15,252.8,244.85,245.65,248.28,12902390
SBIN,2016-11-04 00:00:00.000,246.25,247.4,240.3,242.85,243.39,12657669
SBIN,2016-11-07 00:00:00.000,248.0,253.9,245.5,252.7,250.37,11224419
SBIN,2016-11-08 00:00:00.000,253.7,254.1,248.65,252.65,251.37,9367228
SBIN,2016-11-09 00:00:00.000,235.0,261.05,235.0,260.0,251.04,31761606
SBIN,2016-11-10 00:00:00.000,267.0,284.2,265.25,281.3,277.76,50227559
SBIN,2016-11-11 00:00:00.000,278.75,288.8,270.5,273.0,277.84,57937113
SBIN,2016-11-15 00:00:00.000,275.15,283.45,270.7,278.2,277.97,48658808
SBIN,2016-11-16 00:00:00.000,284.0,284.8,276.15,277.2,278.73,27532708
SBIN,2016-11-17 00:00:00.000,278.0,282.2,275.6,277.45,279.38,19500760
SBIN,2016-11-18 00:00:00.000,278.15,280.0,274.85,275.8,277.0,13389671
SBIN,2016-11-21 00:00:00.000,277.15,277.6,255.85,257.35,264.47,26002028
SBIN,2016-11-22 00:00:00.000,260.8,262.65,251.15,257.35,256.19,25631435
SBIN,2016-11-23 00:00:00.000,259.8,260.35,254.75,258.65,257.72,16190033
SBIN,2016-11-24 00:00:00.000,257.8,263.0,254.55,261.75,260.61,28927720
SBIN,2016-11-25 00:00:00.000,263.5,264.5,258.35,260.95,261.08,19303589
SBIN,2016-11-28 00:00:00.000,253.45,257.75,248.0,253.55,254.63,22315183
SBIN,2016-11-29 00:00:00.000,254.25,256.5,252.0,252.7,254.52,12656706
SBIN,2016-11-30 00:00:00.000,254.0,260.15,252.7,258.35,256.7,16501691
SBIN,2016-12-01 00:00:00.000,259.65,261.0,254.65,255.65,257.1,12986151
SBIN,2016-12-02 00:00:00.000,253.95,261.4,253.0,254.1,255.89,21139754
SBIN,2016-12-05 00:00:00.000,254.4,257.8,253.2,256.9,255.82,8406973
SBIN,2016-12-06 00:00:00.000,258.5,260.15,256.35,259.1,258.64,10048459
SBIN,2016-12-07 00:00:00.000,260.35,262.75,251.65,255.6,258.19,22193202
SBIN,2016-12-08 00:00:00.000,258.45,260.5,258.05,259.9,259.38,9047721
SBIN,2016-12-09 00:00:00.000,260.8,267.2,258.8,266.65,264.21,16004173
SBIN,2016-12-12 00:00:00.000,268.9,269.35,262.3,263.65,266.17,14296268
SBIN,2016-12-13 00:00:00.000,264.9,266.75,261.55,266.15,264.38,9084137
SBIN,2016-12-14 00:00:00.000,266.0,266.25,262.3,262.9,263.86,8672531
SBIN,2016-12-15 00:00:00.000,259.9,267.5,259.0,265.4,264.98,12274497
SBIN,2016-12-16 00:00:00.000,266.35,266.35,263.05,264.75,264.65,11017555
SBIN,2016-12-19 00:00:00.000,263.35,264.5,260.85,261.35,262.48,8371299
SBIN,2016-12-20 00:00:00.000,261.85,262.9,253.25,254.55,256.17,12765309
SBIN,2016-12-21 00:00:00.000,256.1,258.0,254.1,255.35,256.1,8778450
SBIN,2016-12-22 00:00:00.000,254.25,254.25,248.35,249.8,250.45,12981595
SBIN,2016-12-23 00:00:00.000,249.75,251.8,247.8,249.15,249.85,10557157
SBIN,2016-12-26 00:00:00.000,248.0,248.3,243.6,244.2,245.38,8592983
SBIN,2016-12-27 00:00:00.000,244.6,249.95,243.1,248.75,245.62,8756536
SBIN,2016-12-28 00:00:00.000,249.25,252.5,247.15,247.75,249.42,11747088
SBIN,2016-12-29 00:00:00.000,247.65,248.85,245.5,247.65,247.45,10658616
SBIN,2016-12-30 00:00:00.000,247.75,252.3,247.25,250.2,250.58,10538497
SBIN,2017-01-02 00:00:00.000,252.5,253.65,242.6,243.6,244.8,25988990
SBIN,2017-01-03 00:00:00.000,244.0,246.4,241.1,244.9,244.54,15963085
SBIN,2017-01-04 00:00:00.000,245.8,246.4,242.2,242.9,243.96,11225978
SBIN,2017-01-05 00:00:00.000,245.0,245.9,243.7,245.35,244.94,11970913
SBIN,2017-01-06 00:00:00.000,246.0,249.0,245.5,245.9,247.1,12354302
SBIN,2017-01-09 00:00:00.000,246.4,248.35,246.0,247.05,247.09,8329253
SBIN,2017-01-10 00:00:00.000,247.7,249.0,246.4,248.3,247.64,9352013
SBIN,2017-01-11 00:00:00.000,249.65,253.2,249.0,252.15,251.31,13415303
SBIN,2017-01-12 00:00:00.000,252.9,254.45,250.55,251.25,252.31,11282323
SBIN,2017-01-13 00:00:00.000,252.0,252.6,249.1,250.9,250.86,9333736
SBIN,2017-01-16 00:00:00.000,251.05,256.4,250.7,255.75,254.48,13234727
SBIN,2017-01-17 00:00:00.000,257.45,258.65,254.4,256.0,256.89,9480201
SBIN,2017-01-18 00:00:00.000,257.1,259.3,256.6,258.35,258.06,8048897
SBIN,2017-01-19 00:00:00.000,257.2,262.0,256.5,258.4,259.16,13029151
SBIN,2017-01-20 00:00:00.000,258.5,260.5,250.3,251.05,254.94,15341756
SBIN,2017-01-23 00:00:00.000,251.0,255.2,250.1,254.15,253.65,9339939
SBIN,2017-01-24 00:00:00.000,255.1,257.0,254.0,254.9,255.53,13540202
SBIN,2017-01-25 00:00:00.000,255.55,261.0,254.2,259.2,256.69,16343545
SBIN,2017-01-27 00:00:00.000,260.3,268.2,259.5,266.45,264.82,18039379
SBIN,2017-01-30 00:00:00.000,265.85,267.9,263.4,263.95,265.55,11884795
SBIN,2017-01-31 00:00:00.000,261.15,263.85,259.65,260.35,261.37,8899165
SBIN,2017-02-01 00:00:00.000,262.0,271.9,261.6,270.7,267.29,27253142
SBIN,2017-02-02 00:00:00.000,271.85,275.0,268.7,273.3,272.45,20139955
SBIN,2017-02-03 00:00:00.000,273.0,278.55,272.0,277.55,276.42,15366890
SBIN,2017-02-06 00:00:00.000,280.0,282.5,276.0,277.05,279.46,14725291
SBIN,2017-02-07 00:00:00.000,277.85,280.0,276.3,277.9,278.05,10981984
SBIN,2017-02-08 00:00:00.000,278.1,279.25,272.6,277.2,276.47,13622088
SBIN,2017-02-09 00:00:00.000,278.8,280.3,270.85,275.85,275.19,16080181
SBIN,2017-02-10 00:00:00.000,278.75,282.8,275.0,276.35,279.51,37580487
SBIN,2017-02-13 00:00:00.000,277.8,278.25,270.2,271.65,272.68,19853043
SBIN,2017-02-14 00:00:00.000,272.0,273.0,268.1,270.2,270.61,13306738
SBIN,2017-02-15 00:00:00.000,270.95,272.5,267.05,268.95,269.35,12201568
SBIN,2017-02-16 00:00:00.000,277.0,277.0,269.65,270.5,271.89,21794688
SBIN,2017-02-17 00:00:00.000,271.15,273.65,267.7,269.35,269.75,17830528
SBIN,2017-02-20 00:00:00.000,269.9,271.55,268.0,269.65,269.51,9229363
SBIN,2017-02-21 00:00:00.000,270.0,271.5,268.65,270.7,270.13,7754157
SBIN,2017-02-22 00:00:00.000,271.9,274.7,269.5,272.3,272.59,12617613
SBIN,2017-02-23 00:00:00.000,271.7,273.0,269.6,270.45,271.29,13146194
SBIN,2017-02-27 00:00:00.000,270.8,271.45,267.6,268.25,269.02,9645350
SBIN,2017-02-28 00:00:00.000,268.9,271.25,268.0,269.2,269.49,7941592
SBIN,2017-03-01 00:00:00.000,270.0,273.3,269.8,271.75,271.94,7656892
SBIN,2017-03-02 00:00:00.000,273.0,274.7,266.5,267.3,270.99,14220808
SBIN,2017-03-03 00:00:00.000,266.25,268.9,264.25,265.05,265.78,10120034
SBIN,2017-03-06 00:00:00.000,266.6,270.35,266.35,269.85,268.37,9515073
SBIN,2017-03-07 00:00:00.000,270.8,270.9,266.4,267.8,267.78,11599142
SBIN,2017-03-08 00:00:00.000,267.8,270.3,266.0,269.9,268.62,9122987
SBIN,2017-03-09 00:00:00.000,269.0,273.9,268.4,273.25,272.15,15594429
SBIN,2017-03-10 00:00:00.000,274.5,275.55,269.5,272.05,272.67,9557026
SBIN,2017-03-14 00:00:00.000,278.4,278.4,273.8,274.65,275.43,15734886
SBIN,2017-03-15 00:00:00.000,272.65,280.5,272.65,277.35,277.95,20055974
SBIN,2017-03-16 00:00:00.000,278.0,280.2,276.05,279.3,278.38,18005184
SBIN,2017-03-17 00:00:00.000,279.45,279.5,273.5,274.15,275.1,14265642
SBIN,2017-03-20 00:00:00.000,274.75,274.75,271.8,273.9,273.41,9678185
SBIN,2017-03-21 00:00:00.000,274.4,277.05,270.15,272.35,273.52,11898233
SBIN,2017-03-22 00:00:00.000,270.3,271.0,266.8,267.5,268.74,9887203
SBIN,2017-03-23 00:00:00.000,269.0,269.4,266.7,268.5,268.14,7998170
SBIN,2017-03-24 00:00:00.000,269.5,278.95,268.65,276.5,275.33,20133467
SBIN,2017-03-27 00:00:00.000,276.0,280.8,275.2,279.45,278.73,15966114
SBIN,2017-03-28 00:00:00.000,280.65,282.9,278.5,282.1,280.87,18673371
SBIN,2017-03-29 00:00:00.000,283.15,289.9,283.15,288.45,287.1,31008407
SBIN,2017-03-30 00:00:00.000,289.0,293.75,288.85,291.05,291.33,19683170
SBIN,2017-03-31 00:00:00.000,292.0,295.0,288.5,293.4,292.77,20185269
SBIN,2017-04-03 00:00:00.000,294.8,295.7,292.2,293.15,293.83,10509610
SBIN,2017-04-05 00:00:00.000,293.3,298.75,289.65,297.35,294.71,21936647
SBIN,2017-04-06 00:00:00.000,295.45,297.55,291.45,292.85,294.35,18413111
SBIN,2017-04-07 00:00:00.000,291.7,294.8,287.65,289.45,292.04,10765502
SBIN,2017-04-10 00:00:00.000,289.8,290.35,286.55,289.35,288.81,10307875
SBIN,2017-04-11 00:00:00.000,289.3,295.15,288.8,294.5,292.69,11682024
SBIN,2017-04-12 00:00:00.000,294.0,295.45,289.1,290.15,291.41,13251421
SBIN,2017-04-13 00:00:00.000,290.25,293.1,290.0,291.55,291.41,9944020
SBIN,2017-04-17 00:00:00.000,291.1,292.75,288.5,289.9,289.82,8146800
SBIN,2017-04-18 00:00:00.000,291.05,296.9,288.4,290.3,293.26,13457050
SBIN,2017-04-19 00:00:00.000,291.55,291.75,282.9,284.05,286.36,18149995
SBIN,2017-04-20 00:00:00.000,283.9,286.9,282.2,284.8,284.5,14514929
SBIN,2017-04-21 00:00:00.000,287.0,287.0,279.25,282.2,282.73,12042308
SBIN,2017-04-24 00:00:00.000,283.25,287.85,280.9,286.05,284.64,10077853
SBIN,2017-04-25 00:00:00.000,287.5,288.8,285.0,286.05,286.69,11531902
SBIN,2017-04-26 00:00:00.000,287.1,289.5,283.35,286.45,287.17,13836891
SBIN,2017-04-27 00:00:00.000,286.45,287.95,281.05,282.05,283.58,22622372
SBIN,2017-04-28 00:00:00.000,283.0,290.75,282.5,289.75,286.8,14152004
SBIN,2017-05-02 00:00:00.000,290.25,292.5,287.1,288.3,289.61,9754789
SBIN,2017-05-03 00:00:00.000,289.4,293.2,285.8,289.8,289.52,13950914
SBIN,2017-05-04 00:00:00.000,294.0,300.0,293.1,299.05,296.49,24534923
SBIN,2017-05-05 00:00:00.000,301.0,304.9,292.15,296.0,299.21,34756331
SBIN,2017-05-08 00:00:00.000,296.1,300.75,293.9,299.4,298.68,11560550
SBIN,2017-05-09 00:00:00.000,300.9,300.9,295.25,296.5,297.18,7843574
SBIN,2017-05-10 00:00:00.000,297.0,298.15,293.0,294.45,295.51,8699405
SBIN,2017-05-11 00:00:00.000,295.9,299.4,294.45,298.1,297.34,11934889
SBIN,2017-05-12 00:00:00.000,300.0,302.6,296.0,297.9,299.11,13376269
SBIN,2017-05-15 00:00:00.000,298.4,302.0,297.5,301.4,300.31,10383539
SBIN,2017-05-16 00:00:00.000,302.0,308.4,299.35,307.5,304.43,17533439
SBIN,2017-05-17 00:00:00.000,308.0,308.8,305.5,307.65,307.22,14120513
SBIN,2017-05-18 00:00:00.000,304.85,307.9,302.0,302.95,304.49,15471393
SBIN,2017-05-19 00:00:00.000,304.45,315.3,302.0,308.0,308.83,55250969
SBIN,2017-05-22 00:00:00.000,308.95,309.4,293.2,294.3,298.8,35771221
